epoch,train_loss,val_loss,lr,train_top_1_acc,train_top_2_acc,train_top_5_acc,train_mean_target_prob,train_min_target_prob,train_max_target_prob,train_logits_mean,train_logits_std,train_logits_min,train_logits_max,val_top_1_acc,val_top_2_acc,val_top_5_acc,val_mean_target_prob,val_min_target_prob,val_max_target_prob,val_logits_mean,val_logits_std,val_logits_min,val_logits_max
1,4.121626346952775,4.093207999237445,0.01,0.1182878939759355,0.20783336807037395,0.39358390318621367,0.022859932810124578,0.014914487302547793,0.030805378321110653,-0.5363060123236091,1.0905650209360453,-3.557362859356252,1.8183522682552518,0.12819358171198494,0.2145477663139213,0.38783889381878867,0.023304270281916586,0.015654270957796375,0.030954269602852465,-0.484435263635569,1.0366967070412623,-3.2369307995082517,1.7480056044165002
2,4.03751689726565,4.0004804158411105,0.01,0.13817071435896927,0.2368437594079485,0.4276890604788418,0.026429329329355288,0.01682331145585126,0.03603534720329701,-0.6209099476985264,1.1758662446116233,-3.880185763303046,1.9694469603383635,0.14978212786246903,0.24666569540283168,0.4384196654437572,0.02682343871692751,0.017414859291177413,0.036232018136287666,-0.523986381238188,1.0689561730553538,-3.2228877094299313,1.9758533352032663
3,3.993280372499418,3.9552310586977404,0.01,0.1521780124457854,0.2538219015386855,0.4468705234706604,0.028771744884311345,0.018019876171208534,0.03952361359183786,-0.682160125809859,1.2117804095393703,-3.9699246108004074,2.0674577271668055,0.1722580559712859,0.2699495384289366,0.46376965153702504,0.031889109163234695,0.019381232087571795,0.044396986256127466,-0.6220659487856405,1.1974483045571978,-3.5224059610264637,2.2762646773425987
4,3.9753960765710397,3.951197329288771,0.01,0.16028332191973427,0.26161954008158245,0.45561764112336284,0.029953043802918286,0.01853365216356604,0.04137243543947313,-0.7195901173623482,1.223081807824146,-4.016561743487219,2.0928860259605617,0.17437717706581196,0.27759161887607114,0.4670278002198588,0.03102137649815229,0.019006726372807897,0.043036026633736776,-0.6123011328707549,1.1698234399339213,-3.59089595117078,2.220795423455954
5,3.962700524650702,3.931010818882149,0.01,0.1643293600775463,0.2671840831571669,0.4611987256468533,0.030775527057929478,0.018903914861389346,0.0426471392468186,-0.750563703144798,1.2332208043186,-4.068819078637216,2.095364871774831,0.18673430194826696,0.2880282902666119,0.4811067109916162,0.03142662275382397,0.019153436224611558,0.0436998092790684,-0.6110001364194051,1.142706090393675,-3.4204452939755554,2.1787128012892367
1,3.9184060468393214,3.7826297555650985,0.005,0.1915499667516897,0.2965749277965799,0.4851077344502119,0.03729501128867267,0.022213508622091455,0.05237651395705851,-0.7357847133979628,1.3441645684227688,-4.179044719365032,2.4544661883500236,0.23013655086552853,0.33592042700290053,0.5187475994331351,0.04497279707814375,0.027627026701045714,0.06231856753298772,-0.683526836495026,1.2728009146170833,-4.143261728317626,2.3912844610768733
2,3.7821784431193057,3.7112013420137036,0.005,0.22548640127567646,0.3329396468731701,0.5139659444670511,0.04752767930343655,0.028392451471336785,0.06666290714522169,-0.8098814185276313,1.403465153553227,-4.422121131575639,2.5400811591926202,0.253261459809544,0.3525820166086116,0.5315947710686992,0.054415310291758764,0.03317166985910278,0.07565895073354503,-0.7990581805796209,1.3840783714423939,-4.3813047713668665,2.532517816866224
3,3.7319491346343225,3.723628088606506,0.005,0.24017189872663933,0.3480122142051338,0.5278442192602003,0.053065267435162294,0.03218382183445297,0.07394671304435954,-0.8832397119689368,1.4423348778393394,-4.6020819273102616,2.5689811961343256,0.2385203236957472,0.3439333536415772,0.5284955564679549,0.05534369223149298,0.03527356598811425,0.075413818399714,-0.7923139267013845,1.3074551584508949,-4.188890588606733,2.500494642524393
4,3.6988275811451823,3.7584053340078403,0.005,0.24806547766739118,0.35712324371176857,0.5354532852969686,0.05694648512913561,0.0349654674225038,0.07892750283290878,-0.9495465533592993,1.46853770893141,-4.7028666884910395,2.5657468584559675,0.23056037508443372,0.34370819702528377,0.5226547289511675,0.05159580105729617,0.032633649497499626,0.07055795257520264,-0.7906765553007353,1.2953957522578403,-4.136737850477081,2.403438631071027
5,3.6765506097248624,3.719001139312231,0.005,0.2533091166535989,0.36342884365354267,0.5413552739098358,0.059422016569815085,0.036702618665384365,0.08214141447649784,-1.0140556923218838,1.484951588997332,-4.8168003596886155,2.543168423368434,0.24667893990967246,0.35305881885487994,0.5356740791756619,0.057351024478222365,0.03641112579362739,0.07829092307524156,-0.8798390486072301,1.3332329243593257,-4.14437350878603,2.4283983729066367
